"År","Ident","Navn","Indikator","parameter","Variabel"
"2001","27","Kråkeneset","Lav utdanning, 30-39 år","(% av befolkningen)","7,602339181"
"2001","28","Skeie skole","Lav utdanning, 30-39 år","(% av befolkningen)","11,24260355"
"2001","29","Kvitepynten","Lav utdanning, 30-39 år","(% av befolkningen)","8,450704225"
"2001","30","Prestastø","Lav utdanning, 30-39 år","(% av befolkningen)","7,951070336"
"2001","31","Hundvågkrossen","Lav utdanning, 30-39 år","(% av befolkningen)","6,172839506"
"2001","32","Kalhag","Lav utdanning, 30-39 år","(% av befolkningen)","7,317073171"
"2001","33","Hinnalia","Lav utdanning, 30-39 år","(% av befolkningen)","5,050505051"
"2001","34","Storaberget","Lav utdanning, 30-39 år","(% av befolkningen)","7,281553398"
"2001","35","Godeset","Lav utdanning, 30-39 år","(% av befolkningen)","5,305039788"
"2001","36","Gausel","Lav utdanning, 30-39 år","(% av befolkningen)","4,193548387"
"2001","37","Hinna","Lav utdanning, 30-39 år","(% av befolkningen)","7,258064516"
"2001","38","Ryggjaveien","Lav utdanning, 30-39 år","(% av befolkningen)","4,832713755"
"2001","39","Hetland vgs.","Lav utdanning, 30-39 år","(% av befolkningen)","5,612244898"
"2001","40","Kristianslyst","Lav utdanning, 30-39 år","(% av befolkningen)","3,488372093"
"2001","41","Vaulen","Lav utdanning, 30-39 år","(% av befolkningen)","4,672897196"
"2001","42","Mariero","Lav utdanning, 30-39 år","(% av befolkningen)","10,1910828"
"2001","43","Åsen","Lav utdanning, 30-39 år","(% av befolkningen)","7,194244604"
"2001","44","Kunstløpveien","Lav utdanning, 30-39 år","(% av befolkningen)","7,103825137"
"2001","45","Solborg","Lav utdanning, 30-39 år","(% av befolkningen)","1,657458564"
"2001","46","Orions gate","Lav utdanning, 30-39 år","(% av befolkningen)","6,37254902"
"2001","47","Madlamark","Lav utdanning, 30-39 år","(% av befolkningen)",":"
"2001","48","Haugtussa","Lav utdanning, 30-39 år","(% av befolkningen)","6,772908367"
"2001","49","Madlalia","Lav utdanning, 30-39 år","(% av befolkningen)",":"
"2001","50","Stokka","Lav utdanning, 30-39 år","(% av befolkningen)","3,053435115"
"2001","51","Tastarustå","Lav utdanning, 30-39 år","(% av befolkningen)","7,547169811"
"2001","52","Molkeholen","Lav utdanning, 30-39 år","(% av befolkningen)","4,597701149"
"2001","53","Madlaforen","Lav utdanning, 30-39 år","(% av befolkningen)","6,993006993"
"2001","54","Sandal","Lav utdanning, 30-39 år","(% av befolkningen)","5,102040816"
"2001","55","Madlatua","Lav utdanning, 30-39 år","(% av befolkningen)","4,301075269"
"2001","56","Smiodden","Lav utdanning, 30-39 år","(% av befolkningen)","12,01550388"
"2001","57","Mjug","Lav utdanning, 30-39 år","(% av befolkningen)","12,91291291"
"2001","58","Ørnaberget","Lav utdanning, 30-39 år","(% av befolkningen)","13,15789474"
"2001","59","Sundekrossen","Lav utdanning, 30-39 år","(% av befolkningen)","4,910714286"
"2001","60","Malthaug","Lav utdanning, 30-39 år","(% av befolkningen)","4,571428571"
"2001","61","Gjeraberget","Lav utdanning, 30-39 år","(% av befolkningen)","6,343283582"
"2001","62","Vølstadvegen","Lav utdanning, 30-39 år","(% av befolkningen)","5,813953488"
"2001","63"," 63 Vardenes","Lav utdanning, 30-39 år","(% av befolkningen)","5,517241379"
"2001","64","64 Tastaforen","Lav utdanning, 30-39 år","(% av befolkningen)","5,339805825"
"2001","65","Tasta bydelssenter","Lav utdanning, 30-39 år","(% av befolkningen)","6,318681319"
"2001","66"," 66  Teinå  ","Lav utdanning, 30-39 år","(% av befolkningen)","6,642066421"
"2010","1","01 Buøy","Lav utdanning, 30-39 år","(% av befolkningen)","18"
"2010","2","  02   Badedammen               ","Lav utdanning, 30-39 år","(% av befolkningen)","15,8"
"2010","3","  03   Sentrum                  ","Lav utdanning, 30-39 år","(% av befolkningen)","14,5"
"2010","4","  04   Bergeland                ","Lav utdanning, 30-39 år","(% av befolkningen)","16,6"
"2010","5","  05   Nylund                   ","Lav utdanning, 30-39 år","(% av befolkningen)","7,7"
"2010","6","  06   Lervig                   ","Lav utdanning, 30-39 år","(% av befolkningen)","12,8"
"2010","7","  07   Emmaus                   ","Lav utdanning, 30-39 år","(% av befolkningen)","15,4"
"2010","8","  08   Varden                   ","Lav utdanning, 30-39 år","(% av befolkningen)","9,7"
"2010","9","  09   Kannik                   ","Lav utdanning, 30-39 år","(% av befolkningen)","11,2"
"2010","10","  10   Ledaal                   ","Lav utdanning, 30-39 år","(% av befolkningen)","10,9"
"2010","11","  11   Kiellandmyrå             ","Lav utdanning, 30-39 år","(% av befolkningen)","11,7"
"2010","12","  12   Lagård                   ","Lav utdanning, 30-39 år","(% av befolkningen)","12,9"
"2010","13","  13   Våland                   ","Lav utdanning, 30-39 år","(% av befolkningen)","4,7"
"2010","14","  14   Ytre Lagård              ","Lav utdanning, 30-39 år","(% av befolkningen)","13,8"
"2010","15","  15   Sentralsjukehuset        ","Lav utdanning, 30-39 år","(% av befolkningen)","9,6"
"2010","16","  16   Bekkefaret               ","Lav utdanning, 30-39 år","(% av befolkningen)","16,5"
"2010","17","  17   Saxemark                 ","Lav utdanning, 30-39 år","(% av befolkningen)","18"
"2010","18","  18   Ullandhaugskråningen     ","Lav utdanning, 30-39 år","(% av befolkningen)","7,8"
"2010","19","  19   Kvalaberg                ","Lav utdanning, 30-39 år","(% av befolkningen)","18,2"
"2010","20","  20   Bjergsted                ","Lav utdanning, 30-39 år","(% av befolkningen)","12"
"2010","21","  21   Gramstadhaugen           ","Lav utdanning, 30-39 år","(% av befolkningen)","5,8"
"2010","22","  22   Bakkeland                ","Lav utdanning, 30-39 år","(% av befolkningen)","14,6"
"2010","23","23 Tastaveden","Lav utdanning, 30-39 år","(% av befolkningen)","12,6"
"2010","24","  24   Stokkadalen              ","Lav utdanning, 30-39 år","(% av befolkningen)","10,8"
"2010","25","  25   Ytre Eiganes             ","Lav utdanning, 30-39 år","(% av befolkningen)","8,2"
"2010","26","  26   Øyane                    ","Lav utdanning, 30-39 år","(% av befolkningen)","10,1"
"2010","27","  27   Kråkeneset               ","Lav utdanning, 30-39 år","(% av befolkningen)","22,4"
"2010","28","  28   Skeie                    ","Lav utdanning, 30-39 år","(% av befolkningen)","32,1"
"2010","29","  29   Kvitepynten              ","Lav utdanning, 30-39 år","(% av befolkningen)","19"
"2010","30","  30   Prestastø                ","Lav utdanning, 30-39 år","(% av befolkningen)","11,3"
"2010","31","  31   Hundvågkrossen           ","Lav utdanning, 30-39 år","(% av befolkningen)","17,3"
"2010","32","  32   Kalhag                   ","Lav utdanning, 30-39 år","(% av befolkningen)","15,5"
"2010","33","  33   Hinnalia                 ","Lav utdanning, 30-39 år","(% av befolkningen)","7"
"2010","34","  34   Storaberget              ","Lav utdanning, 30-39 år","(% av befolkningen)","13,8"
"2010","35","  35   Godeset                  ","Lav utdanning, 30-39 år","(% av befolkningen)","13,7"
"2010","36","  36   Gausel                   ","Lav utdanning, 30-39 år","(% av befolkningen)","13,4"
"2010","37","  37   Hinna                    ","Lav utdanning, 30-39 år","(% av befolkningen)","14,9"
"2010","38","  38   Øvre Vaulen              ","Lav utdanning, 30-39 år","(% av befolkningen)","9,7"
"2010","39","  39   Auglend                  ","Lav utdanning, 30-39 år","(% av befolkningen)","11,1"
"2010","40","  40   Kristianslyst            ","Lav utdanning, 30-39 år","(% av befolkningen)","16,6"
"2010","41","  41   Vaulen                   ","Lav utdanning, 30-39 år","(% av befolkningen)","9,2"
"2010","42","  42   Mariero                  ","Lav utdanning, 30-39 år","(% av befolkningen)","10,5"
"2010","43","  43   Åsen                     ","Lav utdanning, 30-39 år","(% av befolkningen)","14,6"
"2010","44","  44   Tjensvoll                ","Lav utdanning, 30-39 år","(% av befolkningen)","13"
"2010","45","  45   Solborg                  ","Lav utdanning, 30-39 år","(% av befolkningen)","15,1"
"2010","46","  46   Øvre Tjensvoll           ","Lav utdanning, 30-39 år","(% av befolkningen)","11,2"
"2010","47","  47   Madlamark                ","Lav utdanning, 30-39 år","(% av befolkningen)","10,9"
"2010","48","  48   Jernaldergarden          ","Lav utdanning, 30-39 år","(% av befolkningen)","18,7"
"2010","49","  49   Madlalia                 ","Lav utdanning, 30-39 år","(% av befolkningen)","6,5"
"2010","50","  50   Stokka                   ","Lav utdanning, 30-39 år","(% av befolkningen)","4,9"
"2010","51","  51   Tastarustå               ","Lav utdanning, 30-39 år","(% av befolkningen)","20"
"2010","52","  52   Molkeholen               ","Lav utdanning, 30-39 år","(% av befolkningen)","7,3"
"2010","53","  53   Madlaforen               ","Lav utdanning, 30-39 år","(% av befolkningen)","17"
"2010","54","  54   Sandal                   ","Lav utdanning, 30-39 år","(% av befolkningen)","7,9"
"2010","55","  55   Madlatuå                 ","Lav utdanning, 30-39 år","(% av befolkningen)","8,9"
"2010","56","  56   Smiodden                 ","Lav utdanning, 30-39 år","(% av befolkningen)","30,1"
"2010","57","  57   Mjug                     ","Lav utdanning, 30-39 år","(% av befolkningen)","25"
"2010","58","  58   Ørnaberget               ","Lav utdanning, 30-39 år","(% av befolkningen)","20,4"
"2010","59","  59   Sundekrossen             ","Lav utdanning, 30-39 år","(% av befolkningen)","14,5"
"2010","60","  60   Malthaug                 ","Lav utdanning, 30-39 år","(% av befolkningen)","6,8"
"2010","61","  61   Gjeraberget              ","Lav utdanning, 30-39 år","(% av befolkningen)","11,7"
"2010","62","  62   Byhaugen                 ","Lav utdanning, 30-39 år","(% av befolkningen)","16,3"
"2010","63","63 Vardenes","Lav utdanning, 30-39 år","(% av befolkningen)","12,7"
"2010","64","64 Tastaforen","Lav utdanning, 30-39 år","(% av befolkningen)","18,2"
"2010","65","  65   Smiene                   ","Lav utdanning, 30-39 år","(% av befolkningen)","10"
"2010","66"," 66  Teinå  ","Lav utdanning, 30-39 år","(% av befolkningen)","12,7"
"2010","67","  67   Forusstranda             ","Lav utdanning, 30-39 år","(% av befolkningen)","13"
"2010","68","  68   Husaberget               ","Lav utdanning, 30-39 år","(% av befolkningen)","7,1"
"2010","69","  69   Boganes                  ","Lav utdanning, 30-39 år","(% av befolkningen)","11"
"2010","99","Uoppgitt","Lav utdanning, 30-39 år","(% av befolkningen)","14,5"
"2012","1","01 Buøy","Lav utdanning, 30-39 år","(% av befolkningen)","21,23"
"2012","2","02 Badedammen","Lav utdanning, 30-39 år","(% av befolkningen)","13,1"
"2012","3","03 Sentrum","Lav utdanning, 30-39 år","(% av befolkningen)","12,44"
"2012","4","04 Bergeland","Lav utdanning, 30-39 år","(% av befolkningen)","13,69"
"2012","5","05 Nylund","Lav utdanning, 30-39 år","(% av befolkningen)","9,4"
"2012","6","06 Lervig","Lav utdanning, 30-39 år","(% av befolkningen)","9,34"
"2012","7","07 Emmaus","Lav utdanning, 30-39 år","(% av befolkningen)","15,58"
"2012","8","08 Varden","Lav utdanning, 30-39 år","(% av befolkningen)","7,06"
"2012","9","09 Kannik","Lav utdanning, 30-39 år","(% av befolkningen)","11,13"
"2012","10","10 Ledaal","Lav utdanning, 30-39 år","(% av befolkningen)","10,63"
"2012","11","11 Kiellandmyrå","Lav utdanning, 30-39 år","(% av befolkningen)","10,11"
"2012","12","12 Lagård","Lav utdanning, 30-39 år","(% av befolkningen)","10,8"
"2012","13","13 Vålandshaugen","Lav utdanning, 30-39 år","(% av befolkningen)","6,32"
"2012","14","14 Ytre Lagård","Lav utdanning, 30-39 år","(% av befolkningen)","13,9"
"2012","15","15 Sentralsjukehuset","Lav utdanning, 30-39 år","(% av befolkningen)","8,17"
"2012","16","16 Bekkefaret","Lav utdanning, 30-39 år","(% av befolkningen)","16,92"
"2012","17","17 Saxemarka","Lav utdanning, 30-39 år","(% av befolkningen)","18,14"
"2012","18","18 Ullandhaugskråningen","Lav utdanning, 30-39 år","(% av befolkningen)","9,84"
"2012","19","19 Kvalaberg","Lav utdanning, 30-39 år","(% av befolkningen)","14,35"
"2012","20","20 Bjergsted","Lav utdanning, 30-39 år","(% av befolkningen)","7,14"
"2012","21","21 Gramstadhaugen","Lav utdanning, 30-39 år","(% av befolkningen)","8,66"
"2012","22","22 Bakkeland","Lav utdanning, 30-39 år","(% av befolkningen)","12,76"
"2012","23","23 Tastaveden","Lav utdanning, 30-39 år","(% av befolkningen)","11,9"
"2012","24","24 Stokkadalen","Lav utdanning, 30-39 år","(% av befolkningen)","14,84"
"2012","25","25 Ytre Eiganes","Lav utdanning, 30-39 år","(% av befolkningen)","10,67"
"2012","26","26 Øyane","Lav utdanning, 30-39 år","(% av befolkningen)","11,54"
"2012","27","27 Kråkeneset","Lav utdanning, 30-39 år","(% av befolkningen)","23,53"
"2012","28","28 Skeie","Lav utdanning, 30-39 år","(% av befolkningen)","33,78"
"2012","29","29 Kvitepynten","Lav utdanning, 30-39 år","(% av befolkningen)","17,65"
"2012","30","30 Prestastø","Lav utdanning, 30-39 år","(% av befolkningen)","9,91"
"2012","31","31 Hundvågkrossen","Lav utdanning, 30-39 år","(% av befolkningen)","14,72"
"2012","32","32 Kalhag","Lav utdanning, 30-39 år","(% av befolkningen)","10,67"
"2012","33","33 Hinnalia","Lav utdanning, 30-39 år","(% av befolkningen)","8,82"
"2012","34","34 Storaberget","Lav utdanning, 30-39 år","(% av befolkningen)","14,58"
"2012","35","35 Godeset","Lav utdanning, 30-39 år","(% av befolkningen)","12,46"
"2012","36","36 Gausel","Lav utdanning, 30-39 år","(% av befolkningen)","13,43"
"2012","37","37 Hinnakrossen","Lav utdanning, 30-39 år","(% av befolkningen)","15,9"
"2012","38","38 Øvre Vaulen","Lav utdanning, 30-39 år","(% av befolkningen)","10,68"
"2012","39","39Auglend","Lav utdanning, 30-39 år","(% av befolkningen)","8,49"
"2012","40","40 Kristianslyst","Lav utdanning, 30-39 år","(% av befolkningen)","12,92"
"2012","41","41 Vaulen","Lav utdanning, 30-39 år","(% av befolkningen)","6,43"
"2012","42","42 Mariero","Lav utdanning, 30-39 år","(% av befolkningen)","6,95"
"2012","43","43 Åsen","Lav utdanning, 30-39 år","(% av befolkningen)","15,88"
"2012","44","44 Tjensvoll","Lav utdanning, 30-39 år","(% av befolkningen)","15"
"2012","45","45 Solborg","Lav utdanning, 30-39 år","(% av befolkningen)","11,9"
"2012","46","46 Øvre Tjensvoll","Lav utdanning, 30-39 år","(% av befolkningen)","12,71"
"2012","47","47 Madlamark","Lav utdanning, 30-39 år","(% av befolkningen)","9,63"
"2012","48","48 Jernaldergarden","Lav utdanning, 30-39 år","(% av befolkningen)","15,77"
"2012","49","49 Madlalia","Lav utdanning, 30-39 år","(% av befolkningen)","9,68"
"2012","50","50 Stokka","Lav utdanning, 30-39 år","(% av befolkningen)","5"
"2012","51","51 Tastarustå","Lav utdanning, 30-39 år","(% av befolkningen)","15,96"
"2012","52","52 Molkeholen","Lav utdanning, 30-39 år","(% av befolkningen)","5,8"
"2012","53","53 Madlaforen","Lav utdanning, 30-39 år","(% av befolkningen)","15,79"
"2012","54","54 Sandal","Lav utdanning, 30-39 år","(% av befolkningen)","7,12"
"2012","55","55 Madlatuå","Lav utdanning, 30-39 år","(% av befolkningen)","8,6"
"2012","56","56 Smiodden","Lav utdanning, 30-39 år","(% av befolkningen)","17,65"
"2012","57","57 Mjug","Lav utdanning, 30-39 år","(% av befolkningen)","19,57"
"2012","58","58 Ørnaberget","Lav utdanning, 30-39 år","(% av befolkningen)","16,49"
"2012","59","59 Sundekrossen","Lav utdanning, 30-39 år","(% av befolkningen)","12,98"
"2012","60","60 Malthaug","Lav utdanning, 30-39 år","(% av befolkningen)","9,33"
"2012","61","61 Gjeraberget","Lav utdanning, 30-39 år","(% av befolkningen)","10,81"
"2012","62","62 Byhaugen","Lav utdanning, 30-39 år","(% av befolkningen)","18,01"
"2012","63","63 Vardenes","Lav utdanning, 30-39 år","(% av befolkningen)","11,36"
"2012","64","64 Tastaforen","Lav utdanning, 30-39 år","(% av befolkningen)","16,89"
"2012","65","65 Smiene","Lav utdanning, 30-39 år","(% av befolkningen)","13,15"
"2012","66"," 66  Teinå  ","Lav utdanning, 30-39 år","(% av befolkningen)","14,19"
"2012","67","67 Forusstraen","Lav utdanning, 30-39 år","(% av befolkningen)","8,56"
"2012","68","68 Husaberget","Lav utdanning, 30-39 år","(% av befolkningen)","8,27"
"2012","69","69 Boganes","Lav utdanning, 30-39 år","(% av befolkningen)","13,33"
"2014","1","01 Buøy","Lav utdanning, 30-39 år","(% av befolkningen)","19,9"
"2014","2","02 Badedammen","Lav utdanning, 30-39 år","(% av befolkningen)","10,6"
"2014","3","03 Sentrum","Lav utdanning, 30-39 år","(% av befolkningen)","14,7"
"2014","4","04 Bergeland","Lav utdanning, 30-39 år","(% av befolkningen)","14,2"
"2014","5","05 Nylund","Lav utdanning, 30-39 år","(% av befolkningen)","9,3"
"2014","6","06 Lervig","Lav utdanning, 30-39 år","(% av befolkningen)","13,9"
"2014","7","07 Emmaus","Lav utdanning, 30-39 år","(% av befolkningen)","16,3"
"2014","8","08 Varden","Lav utdanning, 30-39 år","(% av befolkningen)","11,5"
"2014","9","09 Kannik","Lav utdanning, 30-39 år","(% av befolkningen)","11,9"
"2014","10","10 Ledaal","Lav utdanning, 30-39 år","(% av befolkningen)","9,5"
"2014","11","11 Kiellandmyrå","Lav utdanning, 30-39 år","(% av befolkningen)","13,8"
"2014","12","12 Lagård","Lav utdanning, 30-39 år","(% av befolkningen)","12"
"2014","13","13 Vålandshaugen","Lav utdanning, 30-39 år","(% av befolkningen)","9"
"2014","14","14 Ytre Lagård","Lav utdanning, 30-39 år","(% av befolkningen)","15,5"
"2014","15","15 Sentralsjukehuset","Lav utdanning, 30-39 år","(% av befolkningen)","9,7"
"2014","16","16 Bekkefaret","Lav utdanning, 30-39 år","(% av befolkningen)","14,9"
"2014","17","17 Saxemarka","Lav utdanning, 30-39 år","(% av befolkningen)","15,9"
"2014","18","18 Ullandhaugskråningen","Lav utdanning, 30-39 år","(% av befolkningen)","10"
"2014","19","19 Kvalaberg","Lav utdanning, 30-39 år","(% av befolkningen)","19,1"
"2014","20","20 Bjergsted","Lav utdanning, 30-39 år","(% av befolkningen)","10,8"
"2014","21","21 Gramstadhaugen","Lav utdanning, 30-39 år","(% av befolkningen)","8,7"
"2014","22","22 Bakkeland","Lav utdanning, 30-39 år","(% av befolkningen)","14,3"
"2014","23","23 Tastaveden","Lav utdanning, 30-39 år","(% av befolkningen)","10,8"
"2014","24","24 Stokkadalen","Lav utdanning, 30-39 år","(% av befolkningen)","12"
"2014","25","25 Ytre Eiganes","Lav utdanning, 30-39 år","(% av befolkningen)","8,8"
"2014","26","26 Øyane","Lav utdanning, 30-39 år","(% av befolkningen)","12,1"
"2014","27","27 Kråkeneset","Lav utdanning, 30-39 år","(% av befolkningen)","22,1"
"2014","28","28 Skeie","Lav utdanning, 30-39 år","(% av befolkningen)","31,2"
"2014","29","29 Kvitepynten","Lav utdanning, 30-39 år","(% av befolkningen)","21,7"
"2014","30","30 Prestastø","Lav utdanning, 30-39 år","(% av befolkningen)","11"
"2014","31","31 Hundvågkrossen","Lav utdanning, 30-39 år","(% av befolkningen)","17,1"
"2014","32","32 Kalhag","Lav utdanning, 30-39 år","(% av befolkningen)","15"
"2014","33","33 Hinnalia","Lav utdanning, 30-39 år","(% av befolkningen)","8,7"
"2014","34","34 Storaberget","Lav utdanning, 30-39 år","(% av befolkningen)","14"
"2014","35","35 Godeset","Lav utdanning, 30-39 år","(% av befolkningen)","10,8"
"2014","36","36 Gausel","Lav utdanning, 30-39 år","(% av befolkningen)","15"
"2014","37","37 Hinnakrossen","Lav utdanning, 30-39 år","(% av befolkningen)","14,5"
"2014","38","38 Øvre Vaulen","Lav utdanning, 30-39 år","(% av befolkningen)","12,9"
"2014","39","39Auglend","Lav utdanning, 30-39 år","(% av befolkningen)","9,8"
"2014","40","40 Kristianslyst","Lav utdanning, 30-39 år","(% av befolkningen)","11,4"
"2014","41","41 Vaulen","Lav utdanning, 30-39 år","(% av befolkningen)","5,1"
"2014","42","42 Mariero","Lav utdanning, 30-39 år","(% av befolkningen)","7,9"
"2014","43","43 Åsen","Lav utdanning, 30-39 år","(% av befolkningen)","15,3"
"2014","44","44 Tjensvoll","Lav utdanning, 30-39 år","(% av befolkningen)","15,8"
"2014","45","45 Solborg","Lav utdanning, 30-39 år","(% av befolkningen)","10,6"
"2014","46","46 Øvre Tjensvoll","Lav utdanning, 30-39 år","(% av befolkningen)","13,3"
"2014","47","47 Madlamark","Lav utdanning, 30-39 år","(% av befolkningen)","7,8"
"2014","48","48 Jernaldergarden","Lav utdanning, 30-39 år","(% av befolkningen)","14,7"
"2014","49","49 Madlalia","Lav utdanning, 30-39 år","(% av befolkningen)","7,5"
"2014","50","50 Stokka","Lav utdanning, 30-39 år","(% av befolkningen)","6,1"
"2014","51","51 Tastarustå","Lav utdanning, 30-39 år","(% av befolkningen)","15,3"
"2014","52","52 Molkeholen","Lav utdanning, 30-39 år","(% av befolkningen)","6"
"2014","53","53 Madlaforen","Lav utdanning, 30-39 år","(% av befolkningen)","13"
"2014","54","54 Sandal","Lav utdanning, 30-39 år","(% av befolkningen)","6,9"
"2014","55","55 Madlatuå","Lav utdanning, 30-39 år","(% av befolkningen)","7"
"2014","56","56 Smiodden","Lav utdanning, 30-39 år","(% av befolkningen)","22,8"
"2014","57","57 Mjug","Lav utdanning, 30-39 år","(% av befolkningen)","19,5"
"2014","58","58 Ørnaberget","Lav utdanning, 30-39 år","(% av befolkningen)","18"
"2014","59","59 Sundekrossen","Lav utdanning, 30-39 år","(% av befolkningen)","17,1"
"2014","60","60 Malthaug","Lav utdanning, 30-39 år","(% av befolkningen)","8,4"
"2014","61","61 Gjeraberget","Lav utdanning, 30-39 år","(% av befolkningen)","10"
"2014","62","62 Byhaugen","Lav utdanning, 30-39 år","(% av befolkningen)","18,9"
"2014","63","63 Vardenes","Lav utdanning, 30-39 år","(% av befolkningen)","13,8"
"2014","64","64 Tastaforen","Lav utdanning, 30-39 år","(% av befolkningen)","18,5"
"2014","65","65 Smiene","Lav utdanning, 30-39 år","(% av befolkningen)","10,4"
"2014","66"," 66  Teinå  ","Lav utdanning, 30-39 år","(% av befolkningen)","15,4"
"2014","67","67 Forusstraen","Lav utdanning, 30-39 år","(% av befolkningen)","8,8"
"2014","68","68 Husaberget","Lav utdanning, 30-39 år","(% av befolkningen)","10,4"
"2014","69","69 Boganes","Lav utdanning, 30-39 år","(% av befolkningen)","11,3"
"2014","70","70 Søra Bråde","Lav utdanning, 30-39 år","(% av befolkningen)","11,5"
"2014","99","99 Uoppgitt","Lav utdanning, 30-39 år","(% av befolkningen)","18,9"
"2016","1","01 Buøy","Lav utdanning, 30-39 år","(% av befolkningen)","21,2"
"2016","2","02 Badedammen","Lav utdanning, 30-39 år","(% av befolkningen)","13,3"
"2016","3","03 Sentrum","Lav utdanning, 30-39 år","(% av befolkningen)","17,8"
"2016","4","04 Bergeland","Lav utdanning, 30-39 år","(% av befolkningen)","15,4"
"2016","5","05 Nylund","Lav utdanning, 30-39 år","(% av befolkningen)","15,5"
"2016","6","06 Lervig","Lav utdanning, 30-39 år","(% av befolkningen)","14,2"
"2016","7","07 Emmaus","Lav utdanning, 30-39 år","(% av befolkningen)","17,8"
"2016","8","08 Varden","Lav utdanning, 30-39 år","(% av befolkningen)","10,6"
"2016","9","09 Kannik","Lav utdanning, 30-39 år","(% av befolkningen)","12,6"
"2016","10","10 Ledaal","Lav utdanning, 30-39 år","(% av befolkningen)","10,8"
"2016","11","11 Kiellandmyrå","Lav utdanning, 30-39 år","(% av befolkningen)","12,7"
"2016","12","12 Lagård","Lav utdanning, 30-39 år","(% av befolkningen)","16,1"
"2016","13","13 Vålandshaugen","Lav utdanning, 30-39 år","(% av befolkningen)","8,5"
"2016","14","14 Ytre Lagård","Lav utdanning, 30-39 år","(% av befolkningen)","15,3"
"2016","15","15 Sentralsjukehuset","Lav utdanning, 30-39 år","(% av befolkningen)","10,9"
"2016","16","16 Bekkefaret","Lav utdanning, 30-39 år","(% av befolkningen)","17,8"
"2016","17","17 Saxemarka","Lav utdanning, 30-39 år","(% av befolkningen)","17,2"
"2016","18","18 Ullandhaugskråningen","Lav utdanning, 30-39 år","(% av befolkningen)","11,8"
"2016","19","19 Kvalaberg","Lav utdanning, 30-39 år","(% av befolkningen)","23,6"
"2016","20","20 Bjergsted","Lav utdanning, 30-39 år","(% av befolkningen)","12,4"
"2016","21","21 Gramstadhaugen","Lav utdanning, 30-39 år","(% av befolkningen)","9,3"
"2016","22","22 Bakkeland","Lav utdanning, 30-39 år","(% av befolkningen)","17,8"
"2016","23","23 Tastaveden","Lav utdanning, 30-39 år","(% av befolkningen)","13,5"
"2016","24","24 Stokkadalen","Lav utdanning, 30-39 år","(% av befolkningen)","12"
"2016","25","25 Ytre Eiganes","Lav utdanning, 30-39 år","(% av befolkningen)","10,8"
"2016","26","26 Øyane","Lav utdanning, 30-39 år","(% av befolkningen)","19,1"
"2016","27","27 Kråkeneset","Lav utdanning, 30-39 år","(% av befolkningen)","20,3"
"2016","28","28 Skeie","Lav utdanning, 30-39 år","(% av befolkningen)","31,2"
"2016","29","29 Kvitepynten","Lav utdanning, 30-39 år","(% av befolkningen)","20"
"2016","30","30 Prestastø","Lav utdanning, 30-39 år","(% av befolkningen)","11,8"
